Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/1           GameStateManager::GameStateManager(Eigen::Tensor<int, 2, 0, long long>, std::vector<Ship, std::allocator<Ship> >, std::vector<Ship, std::allocator<Ship> >, WeightingTemplate*, int) [109]
[814]    0.0    0.00    0.00       1         std::mersenne_twister_engine<unsigned int, 32ull, 624ull, 397ull, 31ull, 2567483615u, 11ull, 4294967295u, 7ull, 2636928640u, 15ull, 4022730752u, 18ull, 1812433253u>::mersenne_twister_engine() [814]
                0.00    0.00       1/1           std::mersenne_twister_engine<unsigned int, 32ull, 624ull, 397ull, 31ull, 2567483615u, 11ull, 4294967295u, 7ull, 2636928640u, 15ull, 4022730752u, 18ull, 1812433253u>::mersenne_twister_engine(unsigned int) [813]
-----------------------------------------------
                0.00    0.00       1/1           float* std::__uninitialized_default_n<float*, unsigned long long>(float*, unsigned long long) [848]
[815]    0.0    0.00    0.00       1         float* std::__uninitialized_default_n_1<true>::__uninit_default_n<float*, unsigned long long>(float*, unsigned long long) [815]
                0.00    0.00       1/1           float* std::__addressof<float>(float&) [847]
                0.00    0.00       1/1           void std::_Construct<float>(float*) [845]
                0.00    0.00       1/1           float* std::fill_n<float*, unsigned long long, float>(float*, unsigned long long, float const&) [857]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<float, std::allocator<float> >::_S_check_init_len(unsigned long long, std::allocator<float> const&) [818]
[816]    0.0    0.00    0.00       1         std::vector<float, std::allocator<float> >::_S_max_size(std::allocator<float> const&) [816]
                0.00    0.00       1/43367       unsigned long long const& std::min<unsigned long long>(unsigned long long const&, unsigned long long const&) [353]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<float, std::allocator<float> >::operator=(std::vector<float, std::allocator<float> >&&) [823]
[817]    0.0    0.00    0.00       1         std::vector<float, std::allocator<float> >::_M_move_assign(std::vector<float, std::allocator<float> >&&, std::integral_constant<bool, true>) [817]
                0.00    0.00       2/2           std::_Vector_base<float, std::allocator<float> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<float, std::allocator<float> >::_Vector_impl_data&) [733]
                0.00    0.00       2/6           std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [684]
                0.00    0.00       1/1           std::_Vector_base<float, std::allocator<float> >::get_allocator() const [784]
                0.00    0.00       1/1           std::vector<float, std::allocator<float> >::vector(std::allocator<float> const&) [820]
                0.00    0.00       1/6           std::__new_allocator<float>::~__new_allocator() [686]
                0.00    0.00       1/1           std::remove_reference<std::allocator<float>&>::type&& std::move<std::allocator<float>&>(std::allocator<float>&) [851]
                0.00    0.00       1/3           std::vector<float, std::allocator<float> >::~vector() [707]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<float, std::allocator<float> >::vector(unsigned long long, std::allocator<float> const&) [822]
[818]    0.0    0.00    0.00       1         std::vector<float, std::allocator<float> >::_S_check_init_len(unsigned long long, std::allocator<float> const&) [818]
                0.00    0.00       1/1           std::vector<float, std::allocator<float> >::_S_max_size(std::allocator<float> const&) [816]
                0.00    0.00       1/6           std::__new_allocator<float>::~__new_allocator() [686]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<float, std::allocator<float> >::vector(unsigned long long, std::allocator<float> const&) [822]
[819]    0.0    0.00    0.00       1         std::vector<float, std::allocator<float> >::_M_default_initialize(unsigned long long) [819]
                0.00    0.00       1/6           std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [684]
                0.00    0.00       1/1           float* std::__uninitialized_default_n_a<float*, unsigned long long, float>(float*, unsigned long long, std::allocator<float>&) [849]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<float, std::allocator<float> >::_M_move_assign(std::vector<float, std::allocator<float> >&&, std::integral_constant<bool, true>) [817]
[820]    0.0    0.00    0.00       1         std::vector<float, std::allocator<float> >::vector(std::allocator<float> const&) [820]
                0.00    0.00       1/1           std::_Vector_base<float, std::allocator<float> >::_Vector_base(std::allocator<float> const&) [797]
-----------------------------------------------
                0.00    0.00       1/1           GameStateManager::GameStateManager(Eigen::Tensor<int, 2, 0, long long>, std::vector<Ship, std::allocator<Ship> >, std::vector<Ship, std::allocator<Ship> >, WeightingTemplate*, int) [109]
[821]    0.0    0.00    0.00       1         std::vector<float, std::allocator<float> >::vector() [821]
                0.00    0.00       1/1           std::_Vector_base<float, std::allocator<float> >::_Vector_base() [798]
-----------------------------------------------
                0.00    0.00       1/1           GameStateManager::compute_marginals() const [120]
[822]    0.0    0.00    0.00       1         std::vector<float, std::allocator<float> >::vector(unsigned long long, std::allocator<float> const&) [822]
                0.00    0.00       1/1           std::vector<float, std::allocator<float> >::_S_check_init_len(unsigned long long, std::allocator<float> const&) [818]
                0.00    0.00       1/1           std::_Vector_base<float, std::allocator<float> >::_Vector_base(unsigned long long, std::allocator<float> const&) [799]
                0.00    0.00       1/1           std::vector<float, std::allocator<float> >::_M_default_initialize(unsigned long long) [819]
-----------------------------------------------
                0.00    0.00       1/1           GameStateManager::GameStateManager(Eigen::Tensor<int, 2, 0, long long>, std::vector<Ship, std::allocator<Ship> >, std::vector<Ship, std::allocator<Ship> >, WeightingTemplate*, int) [109]
[823]    0.0    0.00    0.00       1         std::vector<float, std::allocator<float> >::operator=(std::vector<float, std::allocator<float> >&&) [823]
                0.00    0.00       1/1           std::remove_reference<std::vector<float, std::allocator<float> >&>::type&& std::move<std::vector<float, std::allocator<float> >&>(std::vector<float, std::allocator<float> >&) [853]
                0.00    0.00       1/1           std::vector<float, std::allocator<float> >::_M_move_assign(std::vector<float, std::allocator<float> >&&, std::integral_constant<bool, true>) [817]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> >&&) [826]
[824]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [824]
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&) [735]
                0.00    0.00       2/493716      std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [292]
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::get_allocator() const [786]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector(std::allocator<int> const&) [825]
                0.00    0.00       1/488193      std::__new_allocator<int>::~__new_allocator() [293]
                0.00    0.00       1/1           std::remove_reference<std::allocator<int>&>::type&& std::move<std::allocator<int>&>(std::allocator<int>&) [852]
                0.00    0.00       1/244256      std::vector<int, std::allocator<int> >::~vector() [312]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [824]
[825]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::vector(std::allocator<int> const&) [825]
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [800]
-----------------------------------------------
                0.00    0.00       1/1           GameStateManager::GameStateManager(Eigen::Tensor<int, 2, 0, long long>, std::vector<Ship, std::allocator<Ship> >, std::vector<Ship, std::allocator<Ship> >, WeightingTemplate*, int) [109]
[826]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> >&&) [826]
                0.00    0.00       1/1           std::remove_reference<std::vector<int, std::allocator<int> >&>::type&& std::move<std::vector<int, std::allocator<int> >&>(std::vector<int, std::allocator<int> >&) [854]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [824]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [828]
[827]    0.0    0.00    0.00       1         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [827]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)::_Guard::_Guard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [860]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)::_Guard::~_Guard() [861]
-----------------------------------------------
                0.00    0.00       1/1           std::random_device::random_device() [801]
[828]    0.0    0.00    0.00       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [828]
                0.00    0.00       1/1           std::char_traits<char>::length(char const*) [793]
                0.00    0.00       1/1           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [827]
-----------------------------------------------
                0.00    0.00       1/1           std::__detail::_Hashtable_base<Ship, std::pair<Ship const, int>, std::__detail::_Select1st, std::equal_to<Ship>, std::hash<Ship>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable_base() [831]
[829]    0.0    0.00    0.00       1         std::__detail::_Hash_code_base<Ship, std::pair<Ship const, int>, std::__detail::_Select1st, std::hash<Ship>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_Hash_code_base() [829]
                0.00    0.00       1/1           std::__detail::_Hashtable_ebo_helper<1, std::hash<Ship>, true>::_Hashtable_ebo_helper() [844]
-----------------------------------------------
                0.00    0.00       1/1           std::__detail::_Hashtable_base<int, std::pair<int const, Ship>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable_base() [832]
